isin,name,ticker,size,asset_class,currency,domicile_country,hedged,dividends,ter,number_of_holdings,index,symbol,Fund size,Volatility,1 year,3 year,5 year
IE00BDR55471,UBS MSCI ACWI Socially Responsible UCITS ETF USD acc,AW1P,577.0,equity,USD,Ireland,False,Accumulating,0.25,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped,,EUR 646 m,12.10%,+30.80%,+56.36%,+61.27%
IE00BDR55703,UBS MSCI ACWI Socially Responsible UCITS ETF hUSD acc,AWSR,197.0,equity,USD,Ireland,True,Accumulating,0.28,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (USD Hedged),AWSR.AS,EUR 371 m,12.56%,+32.01%,+59.40%,+71.57%
IE00BDR55927,UBS MSCI ACWI Socially Responsible UCITS ETF hEUR acc,AW1R,785.0,equity,EUR,Ireland,True,Accumulating,0.28,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),AW1R.BE,EUR 853 m,12.61%,+33.01%,+60.99%,+53.77%
IE00BDR55F85,UBS MSCI ACWI Socially Responsible UCITS ETF hCHF acc,AWSRIS,601.0,equity,CHF,Ireland,True,Accumulating,0.28,569.0,MSCI ACWI SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),,EUR 584 m,12.97%,+26.23%,+57.32%,+64.43%
IE00BDR5GV14,UBS Global Gender Equality UCITS ETF USD acc,GENE,89.0,equity,USD,Ireland,False,Accumulating,0.2,100.0,Solactive Equileap Global Gender Equality 100 Leaders,,EUR 86 m,9.56%,+26.05%,+43.85%,+54.88%
IE00BDR5GY45,UBS Global Gender Equality UCITS ETF hUSD acc,GENDEW,4.0,equity,USD,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 (USD Hedged),,EUR 3 m,9.83%,+22.72%,+42.78%,+64.16%
IE00BDR5H073,UBS Global Gender Equality UCITS ETF hEUR acc,GGUE,24.0,equity,EUR,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 (EUR Hedged),GGUE.DE,EUR 26 m,9.72%,+25.13%,+43.56%,+45.08%
IE00BDR5H297,UBS Global Gender Equality UCITS ETF hGBP acc,GENG,6.0,equity,GBP,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 Leaders (GBP Hedged),,EUR 4 m,10.73%,+26.13%,+53.03%,+54.39%
IE00BDR5H412,UBS Global Gender Equality UCITS ETF hCHF acc,AW1A,70.0,equity,CHF,Ireland,True,Accumulating,0.23,100.0,Solactive Equileap Global Gender Equality 100 (CHF Hedged),,EUR 74 m,10.58%,+21.93%,+41.73%,+59.63%
IE00BDT8TZ34,Invesco Preferred Shares UCITS UCITS ETF CHF Hedged,PRFC,0.0,equity,CHF,Ireland,True,Accumulating,0.55,256.0,BofA Merrill Lynch Diversified Core Plus Fixed Rate Preferred Securities (CHF Hedged),,EUR 0 m,8.45%,+4.37%,+6.05%,-5.30%
IE00BDVPNG13,WisdomTree Artificial Intelligence UCITS ETF USD Acc,WTI2,919.0,equity,USD,Ireland,False,Accumulating,0.4,63.0,Nasdaq CTA Artificial Intelligence,WTI2.BE,EUR 936 m,23.72%,+76.40%,+87.50%,+58.62%
IE00BF1B7272,SPDR MSCI All Country World UCITS ETF USD Hedged (Acc),SPP2,65.0,equity,USD,Ireland,True,Accumulating,0.17,2280.0,MSCI ACWI (USD Hedged),,EUR 68 m,11.15%,+33.17%,+61.85%,+76.80%
IE00BF1B7389,SPDR MSCI All Country World UCITS ETF EUR Hedged (Acc),SPP1,1027.0,equity,EUR,Ireland,True,Accumulating,0.17,2280.0,MSCI ACWI (EUR Hedged),SPP1.DE,"EUR 1,215 m",11.06%,+34.60%,+64.08%,+58.90%
IE00BF20LF40,iShares MSCI Europe Mid Cap UCITS ETF EUR (Acc),2B72,522.0,equity,EUR,Ireland,False,Accumulating,0.15,224.0,MSCI Europe Mid Cap,2B72.DU,EUR 546 m,10.87%,+31.32%,+52.60%,+47.63%
IE00BF2B0K52,Franklin EM Multi-Factor Equity UCITS ETF USD,FLXE,54.0,equity,USD,Ireland,False,Accumulating,0.3,291.0,LibertyQ Emerging Markets Equity,FLXE.BE,EUR 69 m,11.47%,+35.72%,+50.52%,+43.56%
IE00BF2B0P08,Franklin U.S. Equity UCITS ETF,FLXU,56.0,equity,USD,Ireland,False,Accumulating,0.2,211.0,Franklin US Equity,FLXU.DE,EUR 58 m,13.38%,+34.07%,+45.40%,+72.27%
IE00BF4G6Y48,JPMorgan Global Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREG,4989.0,equity,USD,Ireland,False,Accumulating,0.25,667.0,JP Morgan Global Research Enhanced Index Equity (ESG),JREG.BE,"EUR 5,188 m",11.02%,+29.96%,+59.10%,+75.29%
IE00BF4G6Z54,JPMorgan Global Emerging Markets Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREM,1697.0,equity,USD,Ireland,False,Accumulating,0.35,371.0,JP Morgan Global Emerging Markets Research Enhanced Index Equity (ESG),JREM.DE,"EUR 1,672 m",16.65%,+52.57%,+61.96%,+35.89%
IE00BF4G7076,JPMorgan US Research Enhanced Index Equity (ESG) UCITS ETF USD (acc),JREU,8845.0,equity,USD,Ireland,False,Accumulating,0.2,240.0,JP Morgan US Research Enhanced Index Equity (ESG),JREU.DE,"EUR 9,303 m",13.16%,+31.15%,+65.06%,+83.93%
IE00BF4G7183,JPMorgan Europe Research Enhanced Index Equity (ESG) UCITS ETF EUR (acc),JREE,2805.0,equity,EUR,Ireland,False,Accumulating,0.23,142.0,JP Morgan Europe Research Enhanced Index Equity (ESG),JREE.DE,"EUR 2,683 m",11.89%,+25.80%,+43.50%,+63.82%
IE00BF4RFH31,iShares MSCI World Small Cap UCITS ETF,IUSN,6501.0,equity,USD,Ireland,False,Accumulating,0.35,3473.0,MSCI World Small Cap,IUSN.BE,"EUR 6,585 m",15.82%,+38.41%,+48.26%,+40.69%
IE00BF5DXP42,First Trust Indxx Innovative Transaction & Process UCITS ETF Acc,02F0,44.0,equity,USD,Ireland,False,Accumulating,0.65,101.0,Indxx Blockchain,02F0.BE,EUR 43 m,11.00%,+33.86%,+67.64%,+73.86%
IE00BF92LR56,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector UCITS ETF 1A (USD),5HED,5.0,equity,USD,Ireland,False,Accumulating,0.75,98.0,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector,,EUR 6 m,13.12%,+11.89%,+8.79%,+19.11%
IE00BF92LV92,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector UCITS ETF 1A (EUR),5HEE,7.0,equity,EUR,Ireland,False,Accumulating,0.75,98.0,Ossiam ESG Low Carbon Shiller Barclays CAPE® US Sector,5HEE.DU,EUR 6 m,13.06%,+11.79%,+8.66%,+18.92%
IE00BFD26097,First Trust IPOX Europe Equity Opportunities UCITS ETF Acc,IPXE,2.0,equity,EUR,Ireland,False,Accumulating,0.65,100.0,IPOX® 100 Europe,,EUR 1 m,14.41%,+28.61%,+49.40%,-
IE00BFD2H405,First Trust Cloud Computing UCITS ETF Acc,SKYE,388.0,equity,USD,Ireland,False,Accumulating,0.6,64.0,ISE Cloud Computing,SKYE.AS,EUR 285 m,28.01%,+18.56%,+66.07%,+17.13%
IE00BFMNHK08,Xtrackers MSCI Europe ESG UCITS ETF 1C,XZEU,1063.0,equity,EUR,Ireland,False,Accumulating,0.2,209.0,MSCI Europe Low Carbon SRI Selection,XZEU.BE,EUR 906 m,12.37%,+13.70%,+30.96%,+43.75%
IE00BFMNPS42,Xtrackers MSCI USA ESG UCITS ETF 1C,XZMU,8099.0,equity,USD,Ireland,False,Accumulating,0.15,249.0,MSCI USA Low Carbon SRI Selection,XZMU.BE,"EUR 6,707 m",13.90%,+30.12%,+65.34%,+80.53%
IE00BFMXVQ44,Vanguard FTSE 250 UCITS ETF (GBP) Accumulating,VMIG,833.0,equity,GBP,Ireland,False,Accumulating,0.1,250.0,FTSE 250,VMIG.BE,EUR 746 m,13.52%,+22.88%,+34.23%,+18.65%
IE00BFMXXD54,Vanguard S&P 500 UCITS ETF (USD) Accumulating,VUAA,25752.0,equity,USD,Ireland,False,Accumulating,0.07,502.0,S&P 500®,VUAA.BE,"EUR 26,947 m",13.92%,+31.09%,+65.08%,+83.35%
IE00BFMXYP42,Vanguard FTSE 100 UCITS ETF (GBP) Accumulating,VUKG,2657.0,equity,GBP,Ireland,False,Accumulating,0.09,100.0,FTSE 100,VUKG.BE,"EUR 2,787 m",10.70%,+31.41%,+52.91%,+81.00%
IE00BFMXYX26,Vanguard FTSE Japan UCITS ETF (USD) Accumulating,VJPA,1189.0,equity,USD,Ireland,False,Accumulating,0.1,489.0,FTSE Japan,VJPA.DE,"EUR 1,143 m",18.83%,+34.42%,+58.81%,+50.48%
IE00BFMXYY33,Vanguard FTSE Japan UCITS ETF EUR Hedged Accumulating,VJPE,79.0,equity,EUR,Ireland,True,Accumulating,0.15,489.0,FTSE Japan (EUR Hedged),VJPE.DE,EUR 88 m,19.08%,+56.56%,+115.64%,+128.00%
IE00BFMXZJ56,Vanguard FTSE Japan UCITS ETF USD Hedged Accumulating,VJPU,51.0,equity,USD,Ireland,True,Accumulating,0.15,489.0,FTSE Japan (USD Hedged),VJPU.BE,EUR 62 m,18.84%,+54.73%,+112.35%,+157.12%
IE00BFNM3B99,iShares MSCI EMU Screened UCITS ETF EUR (Acc),SLMA,1441.0,equity,EUR,Ireland,False,Accumulating,0.12,209.0,MSCI EMU Screened,SLMA.BE,"EUR 1,429 m",13.57%,+26.25%,+50.14%,+63.04%
IE00BFNM3D14,iShares MSCI Europe Screened UCITS ETF EUR (Acc),SLMC,4637.0,equity,EUR,Ireland,False,Accumulating,0.12,377.0,MSCI Europe Screened,SLMC.BE,"EUR 4,804 m",12.12%,+26.02%,+45.97%,+61.44%
IE00BFNM3G45,iShares MSCI USA Screened UCITS ETF USD (Acc),SGAS,13694.0,equity,USD,Ireland,False,Accumulating,0.07,495.0,MSCI USA Screened,SGAS.BE,"EUR 13,625 m",13.64%,+32.13%,+69.75%,+83.51%
IE00BFNM3J75,iShares MSCI World Screened UCITS ETF USD (Acc),SNAW,4902.0,equity,USD,Ireland,False,Accumulating,0.2,1211.0,MSCI World Screened,SNAW.BE,"EUR 4,533 m",11.56%,+31.29%,+63.08%,+74.28%
IE00BFNM3L97,iShares MSCI Japan Screened UCITS ETF USD (Acc),SGAJ,1652.0,equity,USD,Ireland,False,Accumulating,0.15,162.0,MSCI Japan Screened,SGAJ.DE,"EUR 1,697 m",19.33%,+33.33%,+55.56%,+46.82%
IE00BFNM3P36,iShares MSCI EM IMI Screened UCITS ETF USD (Acc),AYEM,5128.0,equity,USD,Ireland,False,Accumulating,0.18,2673.0,MSCI Emerging Markets IMI Screened,AYEM.BE,"EUR 5,386 m",16.75%,+48.16%,+60.53%,+37.79%
IE00BFTWP510,SPDR EURO STOXX Low Volatility UCITS ETF EUR,ZPRL,34.0,equity,EUR,Ireland,False,Accumulating,0.3,101.0,EURO STOXX® Low Risk Weighted 100,ZPRL.BE,EUR 33 m,8.65%,+17.23%,+38.93%,+47.35%
IE00BFWXDV39,Franklin FTSE Asia ex China ex Japan UCITS ETF,FVSJ,550.0,equity,USD,Ireland,False,Accumulating,0.14,756.0,FTSE Asia ex Japan ex China,FVSJ.DE,EUR 560 m,20.35%,+63.75%,+68.10%,+68.01%
IE00BFXR5Q31,L&G US Equity UCITS ETF,ETLS,1003.0,equity,USD,Ireland,False,Accumulating,0.05,418.0,Solactive Core United States Large & Mid Cap,ETLS.BE,"EUR 1,141 m",13.34%,+31.32%,+66.92%,+81.22%
IE00BFXR5R48,L&G UK Equity UCITS ETF GBP Acc,XML4,180.0,equity,GBP,Ireland,False,Accumulating,0.05,77.0,Solactive Core United Kingdom Large & Mid Cap,XML4.BE,EUR 198 m,11.27%,+29.78%,+52.81%,+80.94%
IE00BFXR5S54,L&G Global Equity UCITS ETF,ETLQ,907.0,equity,USD,Ireland,False,Accumulating,0.1,1389.0,Solactive Core Developed Markets Large & Mid Cap,ETLQ.BE,"EUR 1,032 m",11.09%,+30.98%,+61.09%,+74.19%
IE00BFXR5T61,L&G Japan Equity UCITS ETF,ETLR,717.0,equity,USD,Ireland,False,Accumulating,0.1,300.0,Solactive Core Japan Large & Mid Cap,ETLR.BE,EUR 669 m,18.63%,+32.46%,+58.58%,+50.86%
IE00BFXR5V83,L&G Europe ex UK Equity UCITS ETF,ETLN,902.0,equity,EUR,Ireland,False,Accumulating,0.1,328.0,Solactive Core Developed Markets Europe ex UK Large & Mid Cap,ETLN.BE,EUR 923 m,12.65%,+26.34%,+44.17%,+58.90%
IE00BFXR5W90,L&G Asia Pacific ex Japan Equity UCITS ETF,ETLK,669.0,equity,USD,Ireland,False,Accumulating,0.1,144.0,Solactive Core Developed Markets Pacific ex Japan Large & Mid Cap,ETLK.BE,EUR 675 m,12.00%,+30.24%,+33.05%,+34.44%
IE00BFY0GT14,SPDR MSCI World UCITS ETF,SPPW,13871.0,equity,USD,Ireland,False,Accumulating,0.12,1311.0,MSCI World,SPPW.BE,"EUR 14,811 m",11.11%,+30.41%,+60.07%,+73.27%
IE00BFYN8Y92,HANetf EMQQ Emerging Markets Internet UCITS ETF,EMQQ,125.0,equity,USD,Ireland,False,Accumulating,0.86,52.0,EMQQ The Emerging Markets Internet ESG-Screened,EMQQ.BE,EUR 97 m,17.33%,-1.74%,+12.17%,-41.40%
IE00BFZXGZ54,Invesco EQQQ Nasdaq-100 UCITS ETF Acc,EQQB,3270.0,equity,USD,Ireland,False,Accumulating,0.3,101.0,Nasdaq 100®,EQQB.DU,"EUR 3,165 m",16.61%,+40.27%,+90.64%,+95.54%
IE00BG04LZ52,Xtrackers MSCI USA UCITS ETF 3C CHF Hedged,XD9C,285.0,equity,CHF,Ireland,True,Accumulating,0.12,544.0,MSCI USA (CHF Hedged),,EUR 319 m,13.32%,+25.76%,+65.22%,+72.47%
IE00BG04M077,Xtrackers MSCI USA UCITS ETF 2C EUR Hedged,XD9E,544.0,equity,EUR,Ireland,True,Accumulating,0.12,544.0,MSCI USA (EUR Hedged),XD9E.BE,EUR 524 m,13.09%,+32.12%,+67.25%,+56.91%
IE00BG0J4C88,iShares Digital Security UCITS ETF USD (Acc),L0CK,1351.0,equity,USD,Ireland,False,Accumulating,0.4,110.0,STOXX® Global Digital Security,L0CK.BE,"EUR 1,211 m",19.99%,+23.73%,+53.92%,+46.19%
IE00BG0SKF03,iShares Edge MSCI EM Value Factor UCITS ETF USD (Acc),5MVL,1097.0,equity,USD,Ireland,False,Accumulating,0.4,167.0,MSCI Emerging Markets Select Value Factor Focus,,"EUR 1,319 m",18.43%,+72.25%,+105.29%,+88.15%
IE00BG36TC12,Xtrackers MSCI Japan ESG UCITS ETF 1C,XZMJ,2963.0,equity,USD,Ireland,False,Accumulating,0.2,92.0,MSCI Japan Low Carbon SRI Selection,XZMJ.BE,"EUR 2,615 m",20.17%,+31.34%,+54.66%,+41.10%
IE00BG370F43,Xtrackers MSCI Emerging Markets ESG UCITS ETF 1C,XZEM,1561.0,equity,USD,Ireland,False,Accumulating,0.25,332.0,MSCI Emerging Markets Low Carbon SRI Selection,XZEM.BE,"EUR 1,473 m",15.59%,+39.61%,+47.89%,+14.93%
IE00BG482169,Invesco Preferred Shares UCITS ETF A,PRAC,64.0,equity,USD,Ireland,False,Accumulating,0.5,256.0,BofA Merrill Lynch Diversified Core Plus Fixed Rate Preferred Securities,PRAC.DE,EUR 63 m,8.15%,+3.69%,+4.26%,-3.76%
IE00BGHQ0G80,Xtrackers MSCI AC World Screened UCITS ETF 1C,XMAW,5118.0,equity,EUR,Ireland,False,Accumulating,0.25,1880.0,MSCI ACWI Select Screened,XMAW.BE,"EUR 4,777 m",11.35%,+32.98%,+60.06%,+66.43%
IE00BGL86Z12,iShares Electric Vehicles and Driving Technology UCITS ETF USD (Acc),IEVD,401.0,equity,USD,Ireland,False,Accumulating,0.4,89.0,STOXX® Global Electric Vehicles & Driving Technology,IEVD.BE,EUR 421 m,20.07%,+68.37%,+47.98%,+44.61%
IE00BGV5VN51,Xtrackers Artificial Intelligence & Big Data UCITS ETF 1C,XAIX,6023.0,equity,USD,Ireland,False,Accumulating,0.35,89.0,Nasdaq Global Artificial Intelligence and Big Data,XAIX.BE,"EUR 5,783 m",17.07%,+50.38%,+124.15%,+108.53%
IE00BGV5VR99,Xtrackers Future Mobility UCITS ETF 1C,XMOV,146.0,equity,USD,Ireland,False,Accumulating,0.35,65.0,Nasdaq Global Future Mobility,XMOV.BE,EUR 153 m,16.63%,+49.97%,+88.96%,+72.39%
IE00BH361H73,Xtrackers MSCI North America High Dividend Yield UCITS ETF 1C,XDND,112.0,equity,USD,Ireland,False,Accumulating,0.39,183.0,MSCI North America High Dividend Yield,XDND.BE,EUR 117 m,11.17%,+17.78%,+30.51%,+49.62%
IE00BH4GPZ28,SPDR S&P 500 Leaders UCITS ETF USD Unhedged (Acc),SPPY,4269.0,equity,USD,Ireland,False,Accumulating,0.03,235.0,S&P 500 Scored & Screened Leaders,SPPY.BE,"EUR 4,379 m",14.09%,+34.55%,+68.19%,+90.46%
IE00BHJYDT11,Invesco Variable Rate Preferred Shares UCITS ETF A,VPAC,5.0,equity,USD,Ireland,False,Accumulating,0.5,303.0,Wells Fargo Diversified Hybrid and Preferred Securities Floating and Variable Rate,,EUR 5 m,6.49%,+4.42%,+19.40%,+21.81%
IE00BHXMHL11,UBS S&P 500 Scored & Screened UCITS ETF USD acc,4UBQ,1726.0,equity,USD,Ireland,False,Accumulating,0.1,314.0,S&P 500 Scored & Screened,,"EUR 1,796 m",12.62%,+32.62%,+64.76%,+88.68%
IE00BHXMHN35,UBS S&P 500 Scored & Screened UCITS ETF hCHF acc,5ESGS,321.0,equity,CHF,Ireland,True,Accumulating,0.13,314.0,S&P 500 Scored & Screened (CHF Hedged),,EUR 548 m,12.89%,+27.13%,+63.97%,+81.50%
IE00BHXMHQ65,UBS S&P 500 Scored & Screened UCITS ETF hEUR acc,S5SG,960.0,equity,EUR,Ireland,True,Accumulating,0.13,314.0,S&P 500 Scored & Screened (EUR Hedged),S5SG.BE,"EUR 1,065 m",12.52%,+34.19%,+67.17%,+66.33%
IE00BHZPJ015,iShares MSCI EMU ESG Enhanced CTB UCITS ETF EUR (Acc),EDM4,2801.0,equity,EUR,Ireland,False,Accumulating,0.12,204.0,MSCI EMU ESG Enhanced Focus CTB,EDM4.BE,"EUR 3,135 m",13.78%,+26.98%,+49.55%,+61.46%
IE00BHZPJ239,iShares MSCI EM ESG Enhanced CTB UCITS ETF USD (Acc),EDM2,7415.0,equity,USD,Ireland,False,Accumulating,0.18,1046.0,MSCI Emerging Markets ESG Enhanced Focus CTB,EDM2.BE,"EUR 7,932 m",16.80%,+50.20%,+60.68%,+34.28%
IE00BHZPJ452,iShares MSCI Japan ESG Enhanced CTB UCITS ETF USD (Acc),EDMJ,1133.0,equity,USD,Ireland,False,Accumulating,0.15,174.0,MSCI Japan ESG Enhanced Focus CTB,EDMJ.BE,"EUR 1,173 m",19.74%,+33.77%,+54.96%,+45.78%
IE00BHZPJ569,iShares MSCI World ESG Enhanced CTB UCITS ETF USD (Acc),EDMW,4313.0,equity,USD,Ireland,False,Accumulating,0.2,1124.0,MSCI World ESG Enhanced Focus CTB,EDMW.BE,"EUR 3,787 m",11.08%,+28.31%,+54.42%,+62.62%
IE00BHZPJ783,iShares MSCI Europe ESG Enhanced CTB UCITS ETF EUR (Acc),EDM6,1708.0,equity,EUR,Ireland,False,Accumulating,0.12,372.0,MSCI Europe ESG Enhanced Focus CTB,EDM6.BE,"EUR 2,179 m",11.92%,+25.88%,+42.38%,+55.41%
IE00BHZPJ908,iShares MSCI USA ESG Enhanced CTB UCITS ETF USD (Acc),EDMU,6992.0,equity,USD,Ireland,False,Accumulating,0.07,493.0,MSCI USA ESG Enhanced Focus CTB,EDMU.BE,"EUR 7,186 m",13.16%,+28.32%,+58.41%,+67.03%
IE00BHZRQY00,Franklin FTSE Brazil UCITS ETF,FLXB,75.0,equity,USD,Ireland,False,Accumulating,0.19,73.0,FTSE Brazil 30/18 Capped,FLXB.BE,EUR 118 m,21.96%,+67.03%,+67.69%,+85.76%
IE00BHZRQZ17,Franklin FTSE India UCITS ETF ,FLXI,1464.0,equity,USD,Ireland,False,Accumulating,0.19,270.0,FTSE India 30/18 Capped,FLXI.BE,"EUR 1,596 m",15.15%,-4.44%,+28.04%,+48.00%
IE00BHZRR030,Franklin FTSE Korea UCITS ETF,FLXK,2152.0,equity,USD,Ireland,False,Accumulating,0.09,152.0,FTSE Korea 30/18 Capped,FLXK.BE,"EUR 2,936 m",41.57%,+176.37%,+142.34%,+82.78%
IE00BHZRR147,Franklin FTSE China UCITS ETF,FLXC,1367.0,equity,USD,Ireland,False,Accumulating,0.19,997.0,FTSE China 30/18 Capped,FLXC.BE,"EUR 1,475 m",17.75%,+19.45%,+21.90%,-15.12%
IE00BJ0KDQ92,Xtrackers MSCI World UCITS ETF 1C,XDWD,16437.0,equity,USD,Ireland,False,Accumulating,0.12,1454.0,MSCI World,XDWD.BE,"EUR 17,365 m",11.09%,+30.37%,+59.69%,+72.32%
IE00BJ0KDR00,Xtrackers MSCI USA UCITS ETF 1C,XD9U,9078.0,equity,USD,Ireland,False,Accumulating,0.07,544.0,MSCI USA,XD9U.BE,"EUR 9,690 m",13.30%,+30.53%,+65.10%,+78.92%
IE00BJ38QD84,SPDR Russell 2000 US Small Cap UCITS ETF,ZPRR,4213.0,equity,USD,Ireland,False,Accumulating,0.3,1929.0,Russell 2000®,ZPRR.BE,"EUR 4,209 m",19.52%,+42.93%,+47.02%,+30.23%
IE00BJ5CMD00,Goldman Sachs ActiveBeta® Emerging Markets Equity UCITS ETF CLASS USD (Acc.),GACB,12.0,equity,USD,Ireland,False,Accumulating,0.49,750.0,Goldman Sachs ActiveBeta Emerging Markets Equity,GACB.BE,EUR 12 m,15.46%,+40.08%,+45.71%,+26.33%
IE00BJ5CNR11,Goldman Sachs ActiveBeta® Paris-Aligned Sustainable US Large Cap Equity UCITS ETF CLASS USD (Acc.),GACA,144.0,equity,USD,Ireland,False,Accumulating,0.14,442.0,Goldman Sachs ActiveBeta US Large Cap Equity,GACA.BE,EUR 123 m,14.12%,+27.18%,+58.37%,+73.84%
IE00BJ5JPG56,iShares MSCI China UCITS ETF USD (Acc),ICGA,3404.0,equity,USD,Ireland,False,Accumulating,0.28,560.0,MSCI China,ICGA.BE,"EUR 3,063 m",18.74%,+17.35%,+20.94%,-16.69%
IE00BJGWQN72,WisdomTree Cloud Computing UCITS ETF USD Acc,WTEJ,189.0,equity,USD,Ireland,False,Accumulating,0.4,68.0,BVP Nasdaq Emerging Cloud,WTEJ.BE,EUR 187 m,37.88%,-13.38%,-11.00%,-47.01%
IE00BJK9H753,JPMorgan BetaBuilders US Equity UCITS ETF (Acc),BBUS,71.0,equity,USD,Ireland,False,Accumulating,0.04,519.0,Morningstar US Target Market Exposure,BBUS.DE,EUR 73 m,13.91%,+30.70%,+65.40%,+79.14%
IE00BJLKK341,iShares MSCI EMU SRI UCITS ETF EUR (Acc),AYE4,34.0,equity,EUR,Ireland,False,Accumulating,0.2,69.0,MSCI EMU SRI Select Reduced Fossil Fuels,,EUR 36 m,13.02%,+17.00%,+32.42%,+40.97%
IE00BJQRDK83,Invesco MSCI World Universal Screened UCITS ETF Acc,ESGW,207.0,equity,USD,Ireland,False,Accumulating,0.19,416.0,MSCI World Universal Select Business Screens,ESGW.DE,EUR 230 m,11.13%,+29.59%,+59.31%,+68.83%
IE00BJQRDL90,Invesco MSCI Europe Universal Screened UCITS ETF Acc,ESGE,171.0,equity,EUR,Ireland,False,Accumulating,0.16,297.0,MSCI Europe Universal Select Business Screens,AWESGE.SW,EUR 211 m,12.31%,+26.04%,+42.95%,+57.92%
IE00BJQRDM08,Invesco MSCI USA Universal Screened UCITS ETF Acc,ESGU,2777.0,equity,USD,Ireland,False,Accumulating,0.09,331.0,MSCI USA Universal Select Business Screens,ESGU.DE,"EUR 2,455 m",13.46%,+28.27%,+63.17%,+73.16%
IE00BJQRDN15,Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF Acc,IQSA,1246.0,equity,USD,Ireland,False,Accumulating,0.3,184.0,Invesco Quantitative Strategies ESG Global Equity Multi-Factor,IQSA.DE,"EUR 1,540 m",11.64%,+35.35%,+75.24%,+93.11%
IE00BJQRDP39,Invesco Quantitative Strategies ESG Global Equity Multi-Factor UCITS ETF EUR PfHdg Acc,IQSE,341.0,equity,EUR,Ireland,True,Accumulating,0.3,184.0,Invesco Quantitative Strategies ESG Global Equity Multi-Factor (EUR Hedged),IQSE.BE,EUR 321 m,12.04%,+38.77%,+82.58%,+82.79%
IE00BJRCLL96,JPMorgan Global Equity Multi-Factor UCITS ETF Accumulating,JPGL,194.0,equity,USD,Ireland,False,Accumulating,0.19,519.0,JP Morgan Diversified Factor Global Developed (Region Aware) Equity,JPGL.DE,EUR 216 m,9.01%,+23.03%,+42.05%,+60.58%
IE00BJXRT813,SPDR MSCI World Value UCITS ETF USD Unhedged (Acc),SPF4,110.0,equity,USD,Ireland,False,Accumulating,0.25,350.0,MSCI World Value Exposure Select,,EUR 141 m,12.03%,+41.24%,+64.21%,+79.66%
IE00BJXT3C94,UBS MSCI USA Socially Responsible UCITS ETF USD acc,4UBI,466.0,equity,USD,Ireland,False,Accumulating,0.19,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped,4UBI.DU,EUR 454 m,14.42%,+24.55%,+51.02%,+59.62%
IE00BJXT3G33,UBS MSCI USA Socially Responsible UCITS ETF hEUR acc,4UBD,20.0,equity,EUR,Ireland,True,Accumulating,0.22,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped (EUR Hedged),,EUR 19 m,14.41%,+26.10%,+53.12%,+40.73%
IE00BJXT3L85,UBS MSCI USA Socially Responsible UCITS ETF hCHF acc,USSRIC,31.0,equity,CHF,Ireland,True,Accumulating,0.22,181.0,MSCI USA SRI Low Carbon Select 5% Issuer Capped (CHF Hedged),,EUR 28 m,14.71%,+18.52%,+49.04%,+51.96%
IE00BJZ2DC62,Xtrackers MSCI USA Screened UCITS ETF 1C,XRSM,245.0,equity,USD,Ireland,False,Accumulating,0.07,493.0,MSCI USA Select Screened,XRSM.BE,EUR 409 m,14.00%,+32.06%,+67.77%,+77.37%
IE00BJZ2DD79,Xtrackers Russell 2000 UCITS ETF 1C,XRS2,1942.0,equity,USD,Ireland,False,Accumulating,0.3,1458.0,Russell 2000®,XRS2.BE,"EUR 2,092 m",19.52%,+42.77%,+46.81%,+29.89%
IE00BK5BC677,L&G Healthcare Technology & Innovation UCITS ETF USD Acc,XMLH,193.0,equity,USD,Ireland,False,Accumulating,0.49,62.0,ROBO Global Healthcare Technology and Innovation,XMLH.BE,EUR 161 m,19.70%,+34.05%,+7.73%,-20.82%
IE00BK5BC891,L&G Clean Water UCITS ETF,XMLC,531.0,equity,USD,Ireland,False,Accumulating,0.49,61.0,Solactive Clean Water,XMLC.BE,EUR 571 m,13.41%,+19.60%,+36.34%,+43.72%
IE00BK5BCD43,L&G Artificial Intelligence UCITS ETF,XMLD,1130.0,equity,USD,Ireland,False,Accumulating,0.49,52.0,ROBO Global Artificial Intelligence,XMLD.BE,"EUR 1,327 m",23.99%,+60.62%,+105.38%,+69.99%
IE00BK5BCH80,L&G Clean Energy UCITS ETF,RENW,362.0,equity,USD,Ireland,False,Accumulating,0.49,58.0,Solactive Clean Energy,RENW.DE,EUR 414 m,20.34%,+90.45%,+33.24%,+28.99%
